0;1;2;3;4;5
749;Louise Ribiere;No data;['Don Juan', 'Los amantes del engaño', 'Dunk', 'Qui a parlé de fin'];['Reparto'];Sin oscar
750;Rita Wilson;1956;[''];['Reparto', 'Producción', 'Dirección'];Sin Oscar
751;João Arrais;1995;[''];['Reparto'];Sin Oscar
752;Morten Hee Andersen;1991;[''];['Reparto'];Sin Oscar
753;Isabela Neamtu;No data;['Clouds of Chernobyl', 'Viata mea sexuala', 'Diaz. No limpiéis esta sangre', 'The Premonition', '2007'];['Reparto'];Sin oscar
754;Mithun Chakraborty;1950;[''];['Reparto', 'Música', 'Equipos adicionales'];Sin Oscar
755;Donna Biscoe;1955;[''];['Reparto', 'Guion y continuidad'];Sin oscar
756;Nelly Strömberg;No data;['Isolering', 'Analogt', '2023'];['Reparto'];Sin oscar
757;James E. Clark;No data;[''];['Reparto', 'Guion'];Sin oscar
758;Ethan Daniel Corbett;No data;[''];['Reparto', 'Producción', 'Guion'];Sin Oscar
759;Amir Nassim;No data;['Illegal Savannah'];['Reparto'];Sin oscar
760;Michael Placencia;No data;[''];['Reparto', 'Producción', 'Dirección'];Sin oscar
761;Nur Sulay Sevimli;No data;['Hayvan'];['Reparto'];Sin oscar
762;Runnan Zhao;No data;['Better Days', 'Duan · Qiao', 'Guan yu Tang yi sheng de yi qie', '2022 • 36 episodios'];['Reparto'];Sin oscar
763;Benedict Esdale;No data;[''];['Reparto'];Sin oscar
764;Léna Laprès;No data;[''];['Reparto', 'Equipos adicionales', 'Dirección de la segunda unidad o asistencia a dirección'];Sin oscar
765;Jaxon Baboulis;No data;[''];['Reparto'];Sin oscar
766;Chris Clark;No data;['El irlandés', 'Johnny English', 'Todo el dinero del mundo', 'Legend'];['Producción', 'Dirección', 'Guion'];Sin Oscar
767;Ramtin Parvaneh;No data;[''];['Reparto', 'Guion', 'Dirección'];Sin oscar
768;André Jung;1953;['El experimento', 'Polizeiruf 110', '1996–2019 • 5 episodios', 'Wanda, mein Wunder'];['Reparto'];Sin Oscar
769;Ellen Taure;No data;['Pequeña reina', 'Familjen Andersson', '2024 • 1 episodio'];['Reparto'];Sin oscar
770;Jason Smith;1984;[''];['Reparto', 'Producción', 'Guion'];Sin Oscar
771;Cameron Ashplant;No data;[''];['Reparto', 'Guion', 'Producción'];Sin Oscar
772;Elena Funari;No data;['El cazador', '2021 • 7 episodios', 'Francesca Borghi', 'Rebecca', 'Alice'];['Reparto'];Sin oscar
773;Mike David;No data;['Redbar', '2003–2023 • 141 episodios', 'Producción', 'Producción', 'Producción'];['Producción', 'Dirección de fotografía y cámara', 'Arte'];Sin oscar
774;Slimane Dazi;1960;[''];['Reparto'];Sin Oscar
775;Kasper Møller Rask;1993;['November', '2018', 'Guion(creator)', 'Corto', 'Guion'];['Guion', 'Dirección', 'Reparto'];Sin Oscar
776;Raul A. Perez;No data;['Bristol Fashion', 'Double Feature', 'Anger'];['Reparto', 'Composición', 'Sonido'];Sin oscar
777;Stephanie Cole;1941;[''];['Reparto', 'Banda sonora'];Sin Oscar
778;Asaf Hertz;No data;[''];['Reparto'];Sin oscar
779;Yael Levental;1968;[''];['Reparto', 'Guion'];Sin oscar
780;Sean Carvajal;No data;"['Causeway', ""Madeline's Madeline"", 'New Amsterdam', '2022 • 1 episodio', 'Reparto']";['Reparto', 'Equipos adicionales'];Sin Oscar
781;Robin S. Roth;No data;[''];['Reparto'];Sin Oscar
782;Kanupriya Gupta;1992;['Gehraiyaan', 'Ek Thi Daayan', 'Aashram', '2020 • 6 episodios', 'Aaliya'];['Reparto'];Sin oscar
783;Melanie Nicholls-King;No data;[''];['Reparto', 'Producción', 'Especialistas'];Sin Oscar
784;Richard Bhakti Klein;No data;[''];['Reparto', 'Casting', 'Dirección de casting'];Sin oscar
785;Jansen Panettiere;1994;[''];['Reparto', 'Equipos adicionales', 'Guion'];Sin Oscar
786;Payel Sarkar;1978;[''];['Reparto'];Sin oscar
787;József Gallai;1988;[''];['Guion', 'Dirección', 'Producción'];Sin Oscar
788;Rajib Kro;No data;['La última hora', '2021 • 8 episodios'];['Casting'];Sin oscar
789;Ashwin Kumar Lakshmikanthan;1991;"['Enai Noki Paayum Thota', 'Tharunam', ""Adhi's co-worker"", 'Reparto']";['Reparto'];Sin oscar
790;Kristen Hung;No data;['Sex, Blood and Fairy Tales', 'Libby', '2013', '2010', '2022'];['Reparto', 'Casting'];Sin Oscar
791;Raymond Mota;No data;['Oculus', 'Ganther', 'Officer Nick Burns', '2025'];['Reparto'];Sin oscar
792;Aitziber Garmendia;1982;['Ocho apellidos vascos', 'Martin', 'La buena hija', 'Mantícora'];['Reparto'];Sin oscar
793;Trey Freeman;No data;['The Fighter', 'La invención de Hugo', '¡Menudo fenómeno!', 'Buenas noches, y buena suerte.'];['Efectos visuales', 'Edición', 'Reparto'];Sin oscar
794;Adithya Menon;1974;['Karthikeya 2', 'Eega', 'Captain', 'Game On'];['Reparto'];Sin oscar
795;Ava Rai Barnett;No data;['Untangled'];['Reparto'];Sin oscar
796;Joshua Burnett;No data;[''];['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Guion'];Sin oscar
797;Amr Saad;1977;[''];['Reparto', 'Guion'];Sin Oscar
798;Ave Ellison;No data;['A such thing as Too Late'];['Reparto'];Sin oscar
799;Alexander Virenhem;No data;['El triángulo de la tristeza', 'Så jävla easy going', 'Valter', 'Eric'];['Reparto'];Sin oscar
800;Gurpreet Ghuggi;1971;[''];['Reparto', 'Música', 'Guion'];Sin Oscar
801;Santiago Fumagalli;No data;['Argentina, 1985', 'Muere, monstruo, muere', 'La cordillera', 'El invierno'];['Sonido', 'Reparto', 'Dirección de la segunda unidad o asistencia a dirección'];Sin Oscar
802;Lorenzo Bentivoglio;No data;['Vache Folle', 'Corto', 'Victor'];['Reparto', 'Producción', 'Dirección'];Sin Oscar
803;Iris Mealor Olsen;No data;['Bron (El puente)', '2018 • 7 episodios', 'Louise, barn', 'Serie de TV'];['Reparto'];Sin oscar
804;Ignacio Ysasi;1977;[''];['Casting', 'Reparto', 'Edición'];Sin oscar
805;Emmanuel Okeny Lodi;No data;['Forced'];['Reparto'];Sin oscar
806;Janet Porter;No data;[''];['Reparto', 'Equipos adicionales'];Sin oscar
807;Neetu Singh;1958;[''];['Reparto', 'Diseño de vestuario', 'Vestuario'];Sin Oscar
808;Lisagaye Tomlinson;No data;[''];['Reparto', 'Producción', 'Guion'];Sin oscar
809;King Orba;No data;[''];['Arte', 'Reparto', 'Equipos adicionales'];Sin Oscar
810;Ankush Hazra;1989;[''];['Reparto'];Sin Oscar
811;Michelle Federer;1973;[''];['Reparto'];Sin oscar
812;Yoshi Sudarso;1989;[''];['Reparto', 'Producción'];Sin Oscar
813;Kate Hallett;No data;[''];['Reparto'];Sin Oscar
814;Blazko Scaniglia;No data;['Caballero Águila'];['Reparto'];Sin oscar
815;Eugene Mirman;1974;[''];['Reparto', 'Guion', 'Producción'];Sin oscar
816;Prateik Patil Babbar;1986;[''];['Reparto'];Sin Oscar
817;Samantha Radcliffe;No data;['Second Chances', 'Guardians', 'Julie', 'Equipos adicionales'];['Reparto', 'Equipos adicionales'];Sin oscar
818;Sal Rendino;No data;[''];['Reparto', 'Guion', 'Banda sonora'];Sin Oscar
819;Ana Polvorosa;1987;[''];['Reparto'];Sin Oscar
820;Charo López;1943;[''];['Reparto', 'Equipos adicionales'];Sin Oscar
821;Clare Cooney;No data;[''];['Reparto', 'Dirección', 'Edición'];Sin Oscar
822;Aqeel Ash-Shakoor;No data;[''];['Reparto'];Sin oscar
823;Katelyn M. Allen;No data;['The Lords Ladies', 'Scavengers', 'Nightmares Unleashed', '5,5'];['Reparto', 'Maquillaje', 'Efectos especiales'];Sin Oscar
824;Ashley van Kirk;1996;[''];['Reparto', 'Diseño de vestuario', 'Sonido'];Sin oscar
825;Daniël Boissevain;1969;[''];['Reparto', 'Cámara y electricidad', 'Especialistas'];Sin Oscar
826;Mikhail Zakharov;1903;['El punto decisivo', 'Glinka', 'Pervopechatnik Ivan Fedorov', 'Toledo'];['Reparto', 'Dirección'];Sin Oscar
827;Bruno Lochet;1959;[''];['Reparto'];Sin oscar
828;Nisrine Amine;No data;[''];['Reparto', 'Guion', 'Producción'];Sin Oscar
829;Bjarne Hjelde;No data;['Trol', 'Nora', '2006', '1982', '2010'];['Reparto'];Sin oscar
830;Chaams;No data;[''];['Reparto'];Sin Oscar
831;Boyan Fartsov;No data;['Botev'];['Reparto'];Sin oscar
832;Rick Andosca;No data;[''];['Reparto'];Sin oscar
833;Andrew Hodge;No data;['The Imitation Game (Descifrando Enigma)', 'Breaking the Code', '1996', 'Self', 'Serie de TV'];['Guion'];Sin Oscar
834;Shahiduzzaman Selim;No data;[''];['Reparto'];Sin Oscar
835;Jaana Saarinen;1955;['Hopeanuolet', '2007', '2019', '1969', '2022'];['Reparto', 'Equipos adicionales'];Sin Oscar
836;Victor Nicolai;No data;['Vache Folle', 'Corto'];['Reparto'];Sin oscar
837;Javier Collado;1976;['Amar es para siempre', '2008–2014 • 1150 episodios', 'Jesús(as Javier Collado-Goyanes)', 'Serie de TV', '6,3'];['Reparto'];Sin Oscar
838;Dariusz Jakubowski;1959;['Wiedzmin', 'Pierwsza milosc', '2006–2008 • 67 episodios', '1999', 'Knight of ErlenwaldUrcheon of Erlenwald'];['Reparto'];Sin oscar
839;Michiel Blankwaardt;1982;"['Flikken Maastricht', '2014 • 1 episodio', ""Lucia's GuardSecurity Guard 2"", 'Ricky', 'Serie de TV']";['Reparto'];Sin oscar
840;Wilhelm Johansson;No data;['Fejkpatient', '2023 • 7 episodios', '2023', '2020', '2022'];['Reparto', 'Casting'];Sin oscar
841;Tugba Melis Türk;1990;['La señora Fazilet y sus hijas', '2017–2018 • 35 episodios', 'Dilek', '2024', 'Nesrin'];['Reparto'];Sin oscar
842;Jesper Dupont;No data;['Speak No Evil', 'Amor para adultos', 'Skytten', 'Polle Fiction'];['Reparto'];Sin oscar
843;Florence Loiret Caille;1975;[''];['Reparto'];Sin Oscar
844;Angelina Momoh;No data;['Dear Dija', '6,2'];['Reparto'];Sin oscar
845;Jaime Zevallos;julio;[''];['Reparto', 'Guion', 'Producción'];Sin Oscar
846;Kenyatta Mackey;No data;[''];['Reparto'];Sin oscar
847;Charlene Quaye;No data;['Unseen Truth'];['Reparto', 'Casting', 'Producción'];Sin oscar
848;Shyam Krishnan;No data;['Hero', 'Sardar', 'Dhayam'];['Reparto'];Sin oscar
849;Bill Dawes;No data;[''];['Reparto', 'Producción', 'Guion'];Sin Oscar
850;Patricia Clarkson;1959;[''];['Reparto', 'Producción', 'Banda sonora'];Nominado para 1 premio Óscar
851;Diamand Abou Abboud;No data;[''];['Reparto', 'Guion'];Sin Oscar
852;Konstantin Haag;No data;['Kumovi', '2022–2023 • 93 episodios', 'Goran Saric', 'The Conversation'];['Reparto'];Sin oscar
853;Sinan Demirer;No data;[''];['Reparto', 'Banda sonora'];Sin oscar
854;Natasa Matjasec;1967;"['Rusevine', 'Tiigra', 'Babica gre na jug', ""Traktor, ljubezen in Rock'n'Roll""]";['Reparto', 'Dirección'];Sin Oscar
855;Jonas Gerzabek;2013;['Dark', '2020 • 1 episodio', '2022', '2022', 'Kleiner Gernot'];['Reparto'];Sin oscar
856;Rafael Ferro;1965;[''];['Reparto', 'Dirección', 'Banda sonora'];Sin Oscar
857;Yessi Sanchez;No data;[''];['Reparto', 'Producción', 'Guion'];Sin Oscar
858;Yannick Jozefzoon;No data;[''];['Reparto', 'Guion y continuidad'];Sin Oscar
859;Thomas McDonell;1986;[''];['Reparto', 'Dirección', 'Composición'];Sin oscar
860;Traci Chepado;No data;['Hallowtide'];['Reparto'];Sin oscar
861;Rhyleigh Russell;No data;['If I Could Ride'];['Reparto'];Sin oscar
862;Shoney;No data;['Philter'];['Reparto'];Sin oscar
863;D. Anthony Miles;No data;['The Miles Report: Confidential', '6,1', 'Gus', 'Dr. Jerry'];['Reparto', 'Guion', 'Producción'];Sin oscar
864;Andrew Bee;No data;[''];['Reparto', 'Producción', 'Guion'];Sin Oscar
865;Marta Stalmierska;1997;['Apokawixa', 'Johnny', 'Wyrwa', 'Hela 2022'];['Reparto'];Sin Oscar
866;Massy Mbouala;No data;['Psychose', 'Corto'];['Reparto'];Sin oscar
867;Karl Glusman;1988;[''];['Reparto', 'Cámara y electricidad'];Sin oscar
868;Bobbie Lee Kizer;No data;[''];['Reparto', 'Guion y continuidad', 'Equipos adicionales'];Sin oscar
869;Igor Angelov;No data;[''];['Reparto'];Sin Oscar
870;Zivin King;No data;['La Vecchia Religione', '2,9'];['Reparto'];Sin oscar
871;Thorbjørn Harr;1974;[''];['Reparto'];Sin Oscar
872;Sergey Bezrukov;1973;[''];['Reparto', 'Producción', 'Banda sonora'];Sin Oscar
873;Mariela Martinez Campos;No data;['Rider', 'Encargada Tienda'];['Reparto'];Sin oscar
874;Alfredo De Quesada;septiembre;[''];['Reparto', 'Guion', 'Producción'];Sin oscar
875;Brandy Hodge;No data;['Paralysis', '1701: A Blerd Story', 'Funny by Association'];['Reparto', 'Casting', 'Decoración'];Sin oscar
876;Brandon Espinoza;1982;[''];['Reparto'];Sin oscar
877;Kahlil Donovan;No data;"[""The Brother's Game"", '6,0', 'Alone', '2016', 'Restaurant Patron(as Khalil Donovan)']";['Reparto'];Sin oscar
878;Fabrizio Bentivoglio;1957;[''];['Reparto', 'Guion', 'Dirección'];Sin Oscar
879;Nikola Rakocevic;1983;['Travelator', 'Krugovi', 'The Last Panthers', '2015 • 5 episodios', '2010'];['Reparto'];Sin Oscar
880;Jack Gengler;No data;['Painting Jane'];['Reparto'];Sin oscar
881;Babita Anant;No data;['Raees', 'Badhaai Do', 'Satellite Shankar', 'Tu Aashiqui', '2018 • 26 episodios'];['Reparto', 'Dirección de la segunda unidad o asistencia a dirección'];Sin oscar
882;Szabolcs Hajdu;1972;['Bibliothèque Pascal', 'Ernelláék Farkaséknál', 'Fehér tenyér', 'Macerás ügyek'];['Reparto', 'Dirección', 'Guion'];Sin Oscar
883;Paolo Pierobon;No data;['Rapito', '1993', '2017 • 4 episodios', '2013', 'Alfa'];['Reparto'];Sin Oscar
884;Kevin Carney;No data;[''];['Reparto', 'Equipos adicionales'];Sin oscar
885;Parvathy Thiruvothu;1988;[''];['Reparto', 'Guion'];Sin Oscar
886;Tamer Levent;1950;[''];['Reparto'];Sin Oscar
887;Bre Beverly;No data;['Hoodie'];['Reparto'];Sin oscar
888;Olena Rechych;No data;['Pes', '2016 • 1 episodio', '2022', 'Reparto(as Olena Rerych)', 'Serie de TV'];['Reparto'];Sin oscar
889;Sandeep Shikhar;No data;['El gran pase de magia', 'Home Shanti', '2022 • 2 episodios'];['Reparto'];Sin oscar
890;Mélanie Doutey;1978;[''];['Reparto', 'Dirección', 'Guion'];Sin Oscar
891;Taika Waititi;1975;[''];['Producción', 'Guion', 'Reparto'];Ganó 1 premio Óscar
892;Shawn Faqua;No data;['Lagos Cougars', 'Kofa', '6,6', '5,2'];['Reparto'];Sin Oscar
893;Amelia Cormack;No data;[''];['Reparto'];Sin oscar
894;Rob Estes;1963;[''];['Reparto', 'Dirección'];Sin Oscar
895;Mathieu Kassovitz;1967;[''];['Reparto', 'Dirección', 'Producción'];Sin Oscar
896;Benett Vilmányi;1994;[''];['Reparto', 'Composición'];Sin Oscar
897;Jay Walker;No data;[''];['Reparto'];Sin oscar
898;Jarkko Nyman;1975;['Salatut elämät', '2009–2018 • 1061 episodios', '2022', 'Sooloilua'];['Reparto', 'Equipos adicionales'];Sin oscar
899;Shruti Das;No data;['X = Prem', 'Badami Hyenar Kobole', 'Girl Crying for mother', 'Seema'];['Reparto'];Sin oscar
900;Stoyan Doychev;No data;['In the Heart of the Machine', 'Dads', '2021–2022 • 89 episodios', '6,8'];['Reparto'];Sin oscar
901;Peter Hicks;No data;"['Música a bordo', ""Fisherman's Friends: One and All""]";['Reparto'];Sin oscar
902;Sanya Malhotra;1992;[''];['Reparto', 'Equipos adicionales'];Sin Oscar
903;Camillia Monet;No data;[''];['Reparto', 'Producción', 'Dirección'];Sin oscar
904;Mia Galhardas;No data;['Lua de Mel', '2022 • 122 episodios', '2022', 'Carla', 'Matilde'];['Reparto'];Sin oscar
905;Jesse Gervasi;No data;[''];['Reparto'];Sin Oscar
906;Greg Pronko;No data;[''];['Reparto', 'Producción', 'Equipos adicionales'];Sin oscar
907;Julianne Moore;1960;[''];['Reparto', 'Producción', 'Banda sonora'];Ganó 1 premio Óscar
908;Amritpal Singh;No data;[''];['Especialistas', 'Reparto'];Sin oscar
909;Ardhito Pramono;No data;"['Nanti kita cerita tentang hari ini', ""Story of Kale: When Someone's in Love"", '13 Bom di Jakarta', '7,0']";['Reparto', 'Composición', 'Banda sonora'];Sin Oscar
910;Michael O'Keefe;1955;[''];['Reparto', 'Dirección', 'Banda sonora'];Nominado para 1 premio Óscar
911;Teodora Ristovski;1986;['Furija', '2021', '8,9', 'Bilo jednom u Srbiji'];['Reparto', 'Guion', 'Producción'];Sin Oscar
912;Alejandro Bravo;No data;[''];['Reparto', 'Producción'];Sin oscar
913;Indrek Taalmaa;1967;['Tuulepealne maa', '2008 • 10 episodios', '6,0', '7,3'];['Reparto'];Sin oscar
914;Sara Serraiocco;1990;[''];['Reparto'];Sin Oscar
915;Lorenzo Zurzolo;2000;[''];['Reparto'];Sin oscar
916;Scott Norman;1934;[''];['Dirección de producción', 'Producción', 'Equipos adicionales'];Nominado para 2 premios Primetime Emmy
917;Manimegalai;No data;['Asuran', 'Maayavan', 'Viduthalai Part 1', 'Laththi'];['Reparto'];Sin oscar
918;Philippe Rebbot;No data;['Un acuerdo original', 'Mars Colony', '2020', 'Marcus', 'Dirección de producción'];['Reparto', 'Guion', 'Dirección de producción'];Sin Oscar
919;Louise Osbourne;No data;['Dr. Dolittle 2', 'Leap', 'La pareja del año', 'EDtv'];['Reparto', 'Efectos visuales', 'Equipos adicionales'];Sin Oscar
920;Martín Altomaro;1976;['Libre de culpas', 'Soy tu fan', '2010–2012 • 26 episodios', '1992', '2006'];['Reparto'];Sin Oscar
921;Simon Kling;No data;[''];['Reparto'];Sin oscar
922;Zac Cudby;No data;['El regreso de los niños del ferrocarril'];['Reparto'];Sin oscar
923;Matthias Hues;1959;[''];['Reparto', 'Guion'];Sin Oscar
924;Aaliyah Ford;No data;[''];['Reparto', 'Guion'];Sin oscar
925;Toshio Furukawa;1946;['Lum, la chica invasora', '1981–1986 • 193 episodios', '2013', '1984', '1981'];['Reparto'];Sin oscar
926;Ali Fikry;No data;['Surga Yang Tak Dirindukan 3', '24 Jam Bersama Gaspar', '5,3', '7,3'];['Reparto', 'Banda sonora'];Sin Oscar
927;Seyithan Özdemir;1982;[''];['Reparto'];Sin oscar
928;Randy Kovitz;septiembre;['Lightweight', '2011', '1978', '1991', '2014'];['Reparto', 'Equipos adicionales', 'Especialistas'];Sin Oscar
929;Ahalya Suresh;No data;['Yellow Board', 'Margaret', '5,4'];['Reparto'];Sin oscar
930;Sathyaraj;1954;[''];['Reparto', 'Producción'];Sin Oscar
931;Rao Ramesh;1968;[''];['Reparto'];Sin Oscar
932;Stephan Proaño;No data;['Stars at Noon', 'Crónica de un amor'];['Reparto'];Sin oscar
933;Jedidiah Constantine;1998;['The Incentive of Heirs', 'BERZERK-A'];['Guion', 'Dirección', 'Reparto'];Sin oscar
934;Michael Halverson;No data;['Time Warrior', '22: The Unforgotten Soldier'];['Reparto', 'Producción', 'Diseño de producción'];Sin oscar
935;Alfredo Zamora;No data;['La casa de papel', '2020 • 1 episodio', 'Sky Rojo', '2023 • 1 episodio', '2018'];['Reparto'];Sin oscar
936;Samantha Walker;No data;[''];['Reparto'];Sin oscar
937;Marcio Vito;1972;['5x Favela, Agora por Nós Mesmos', 'Para Sempre Nunca Mais', 'Machado do Brasil', 'Xuxa e os Duendes'];['Reparto', 'Equipos adicionales', 'Dirección de la segunda unidad o asistencia a dirección'];Sin Oscar
938;Chicco Jerikho;No data;[''];['Reparto', 'Producción'];Sin Oscar
939;Erik Chirkoff;No data;['Young Ronin', 'Hangmans Tree', 'A Short in the Mind'];['Reparto'];Sin oscar
940;Ario Bayu;1985;[''];['Reparto', 'Producción', 'Banda sonora'];Sin Oscar
941;Millie Bobby Brown;2004;[''];['Reparto', 'Producción', 'Equipo ejecutivo'];Nominado para 2 premios Primetime Emmy
942;Arianna McCool;No data;[''];['Vestuario', 'Dirección', 'Reparto'];Sin Oscar
943;Anton Babushkin;No data;['Serdtse parmy'];['Reparto'];Sin oscar
944;Brian Quintero;No data;[''];['Reparto', 'Dirección', 'Producción'];Sin Oscar
945;Cole Carter;No data;['Blood Brother', 'Candy Flip'];['Reparto', 'Producción', 'Equipo ejecutivo'];Sin oscar
946;Ayumu Murase;1988;['Haikyu!! Los ases del vóley', '2014–2020 • 87 episodios', 'Sean(voz)', 'Videojuego', '8,5'];['Reparto'];Sin Oscar
947;Parambrata Chattopadhyay;1980;[''];['Reparto', 'Dirección', 'Producción'];Sin Oscar
948;Turgay Tanülkü;1953;[''];['Reparto', 'Banda sonora'];Sin Oscar
949;Raju Kher;1957;[''];['Reparto', 'Dirección', 'Guion'];Sin oscar
950;Cenk Kangöz;1974;['Medcezir', '2013–2015 • 75 episodios', 'Mesut', 'Taarruz', 'Serie de TV'];['Reparto'];Sin oscar
951;Heather Ashley Chase;No data;['TaskForce: Back in Black', 'Cuentos de Halloween', 'V/H/S Viral', 'Screaming Night'];['Reparto', 'Producción', 'Equipos adicionales'];Sin oscar
952;Michelle Monaghan;1976;[''];['Reparto', 'Producción'];Sin Oscar
953;PJ Barnes;No data;['Ogden', 'Run', 'Trapped', 'Tree Frogs'];['Producción', 'Reparto', 'Guion'];Sin oscar
954;Jamie B. Chambers;1987;[''];['Reparto', 'Especialistas', 'Producción'];Sin oscar
955;Blanca Apilánez;No data;[''];['Reparto'];Sin Oscar
956;Michael Scott;1985;[''];['Reparto', 'Guion', 'Producción'];Sin oscar
957;Phuong Kubacki;No data;[''];['Reparto'];Sin oscar
958;Lucy Avison;No data;['Coronation Street', '2022 • 7 episodios', '2020 • 1 episodio', '2020', '2020'];['Reparto'];Sin oscar
959;John Wynn;No data;[''];['Producción', 'Dirección', 'Reparto'];Sin Oscar
960;Miriam Japp;No data;['Der böse Onkel', 'En el lugar del crimen', '2014 • 1 episodio', 'Sitting Next to Zoe'];['Reparto'];Sin oscar
961;Huma Qureshi;1986;[''];['Reparto', 'Producción'];Sin Oscar
962;Rosslyn Luke;1989;[''];['Reparto'];Sin oscar
963;Erica Boozer;No data;[''];['Reparto', 'Producción', 'Dirección'];Sin oscar
964;Elin Pantefors;No data;['Den som lever får se', 'Reporter', 'Miniserie de TV', '6,8'];['Reparto', 'Vestuario', 'Maquillaje'];Sin oscar
965;Ricardo Reyes;1957;['Iskul Bukol: 20 Years After (The Ungasis and Escaleras Adventure)', 'Iskul bukol', 'Si Ayala at si Zobel', 'Iskul bukol', '1977'];['Reparto', 'Banda sonora'];Sin oscar
966;Abraham Pérez Fernández;No data;['Centauro', 'Arde Madrid', '2018 • 1 episodio'];['Reparto'];Sin oscar
967;Karin Andersson;No data;['Singer'];['Reparto'];Sin oscar
968;Christina Colgan;No data;[''];['Reparto', 'Guion', 'Dirección de la segunda unidad o asistencia a dirección'];Sin oscar
969;Maya Holt;No data;['Error 404'];['Reparto'];Sin oscar
970;Olivia DeJonge;1998;[''];['Reparto'];Sin Oscar
971;Marie Luce Pennisi;No data;['Follia'];['Reparto'];Sin oscar
972;Sarah May;No data;[''];['Reparto', 'Producción'];Sin Oscar
973;Margie Mays;No data;[''];['Reparto', 'Música', 'Producción'];Sin oscar
974;Jennifer Lavi;1973;[''];['Reparto', 'Equipos adicionales'];Sin oscar
975;Jon Emm;No data;['Amanda'];['Reparto'];Sin oscar
976;Solar;No data;[''];['Reparto'];Sin oscar
977;Karim Abdel Aziz;1975;[''];['Reparto'];Sin Oscar
978;Darcy Cagen;No data;['Relative', 'The Sacrifice'];['Reparto', 'Equipos adicionales'];Sin oscar
979;Katinka Lærke Petersen;1991;[''];['Reparto'];Sin oscar
980;Liisi Org;No data;['The Twin'];['Reparto'];Sin oscar
981;Tina Krause;1970;[''];['Reparto', 'Dirección', 'Producción'];Sin oscar
982;Benjamin Cavanagh;No data;['A Stitch in Time', 'Broken Record', 'White Rabbit Project', '2016 • 2 episodios', '2021'];['Reparto'];Sin oscar
983;Ken Glover;No data;[''];['Reparto', 'Producción', 'Dirección de casting'];Sin oscar
984;Arpita Bhutani;No data;"[""Daddy's Daughter 2""]";['Reparto'];Sin oscar
985;Shobha Khote;1940;[''];['Reparto', 'Dirección', 'Producción'];Sin Oscar
986;Viktor Benóný Benediktsson;No data;[''];['Reparto'];Sin Oscar
987;Julia Hartmann;1985;[''];['Reparto'];Sin oscar
988;Milica Janevski;1986;['Bunar', '2022 • 10 episodios', 'Sanja MaslacSanja', 'Serie de TV', '8,1'];['Reparto'];Sin Oscar
989;Oona Yaffe;No data;[''];['Reparto'];Sin oscar
990;Cassi Davis;1964;[''];['Reparto', 'Banda sonora'];Sin Oscar
991;Gracie Marie Bradley;No data;[''];['Reparto', 'Equipos adicionales'];Sin oscar
992;Keeley Karsten;2010;[''];['Reparto', 'Guion'];Sin Oscar
993;Jerrica Roy;No data;[''];['Reparto'];Sin oscar
994;Sachiko Ohshima;No data;['Blood'];['Reparto'];Sin oscar
995;Kristian Halken;1955;['Oldboys', 'Gufol mysteriet', '1997 • 13 episodios', 'Peter Andreas Kjær', 'Miniserie de TV'];['Reparto', 'Guion', 'Producción'];Sin Oscar
996;Hector Moreno;No data;['Fireflies at El Mozote'];['Producción'];Sin oscar
997;Canan Nezirova;No data;['Nisan'];['Reparto'];Sin oscar
998;Sohit Soni;1992;"['Trahimam', ""Let's Meet"", 'Nanhey', 'Serie de TV']";['Reparto'];Sin oscar
999;Dawna Lee Heising;1953;[''];['Reparto', 'Producción', 'Edición'];Sin Oscar
1000;Intekhab Dinar;No data;[''];['Reparto'];Sin oscar
